participant_uid,participant_id,condition,condition_label,trial_index,block_index,within_block_position,boundary_position,response_key,response_rt,responded,encoding_task_accuracy,lure_bin,image_path_normalized,stimulus_class,item_number,item_role
item_only_00001,00001,item_only,Item Shift Only,57,9,1,post,f,1.1407952000008663,True,0.9534883720930233,2,Objects/019a.jpg,Objects,19,studied
item_only_00001,00001,item_only,Item Shift Only,58,9,2,mid,j,1.7208164000003308,True,0.9534883720930233,4,Objects/013a.jpg,Objects,13,studied
item_only_00001,00001,item_only,Item Shift Only,59,9,3,mid,f,3.638286200002767,True,0.9534883720930233,5,Objects/066a.jpg,Objects,66,studied
item_only_00001,00001,item_only,Item Shift Only,60,9,4,mid,f,1.5033775999982026,True,0.9534883720930233,3,Objects/134a.jpg,Objects,134,studied
item_only_00001,00001,item_only,Item Shift Only,61,9,5,mid,j,2.306450899999618,True,0.9534883720930233,2,Objects/141a.jpg,Objects,141,studied
item_only_00001,00001,item_only,Item Shift Only,62,9,6,mid,f,1.6021178000009968,True,0.9534883720930233,1,Objects/001a.jpg,Objects,1,studied
item_only_00001,00001,item_only,Item Shift Only,63,9,7,pre,j,1.1807549000004656,True,0.9534883720930233,5,Objects/108a.jpg,Objects,108,studied
item_only_00001,00001,item_only,Item Shift Only,64,10,1,post,j,1.0384955999979866,True,0.9534883720930233,1,Scenes/022a.jpg,Scenes,22,studied
item_only_00001,00001,item_only,Item Shift Only,65,10,2,mid,j,0.9169107999987318,True,0.9534883720930233,1,Scenes/025a.jpg,Scenes,25,studied
item_only_00001,00001,item_only,Item Shift Only,66,10,3,mid,j,1.7384961000025214,True,0.9534883720930233,2,Scenes/128a.jpg,Scenes,128,studied
item_only_00001,00001,item_only,Item Shift Only,67,10,4,mid,j,0.7062470000018948,True,0.9534883720930233,2,Scenes/145a.jpg,Scenes,145,studied
item_only_00001,00001,item_only,Item Shift Only,68,10,5,mid,j,0.9167172999987088,True,0.9534883720930233,5,Scenes/172a.jpg,Scenes,172,studied
item_only_00001,00001,item_only,Item Shift Only,69,10,6,mid,j,1.6556813999995939,True,0.9534883720930233,5,Scenes/174a.jpg,Scenes,174,studied
item_only_00001,00001,item_only,Item Shift Only,70,10,7,pre,j,0.8592078000001493,True,0.9534883720930233,4,Scenes/039a.jpg,Scenes,39,studied
item_only_00001,00001,item_only,Item Shift Only,71,11,1,post,j,0.9719236999990244,True,0.9534883720930233,3,Objects/077a.jpg,Objects,77,studied
item_only_00001,00001,item_only,Item Shift Only,72,11,2,mid,f,2.4683211999981722,True,0.9534883720930233,1,Objects/140a.jpg,Objects,140,studied
item_only_00001,00001,item_only,Item Shift Only,73,11,3,mid,f,3.3636248000002524,True,0.9534883720930233,5,Objects/004a.jpg,Objects,4,studied
item_only_00001,00001,item_only,Item Shift Only,74,11,4,mid,j,1.1339340999984415,True,0.9534883720930233,1,Objects/146a.jpg,Objects,146,studied
item_only_00001,00001,item_only,Item Shift Only,75,11,5,mid,f,1.2192644999995537,True,0.9534883720930233,4,Objects/055a.jpg,Objects,55,studied
item_only_00001,00001,item_only,Item Shift Only,76,11,6,mid,f,2.9259954000008292,True,0.9534883720930233,4,Objects/158a.jpg,Objects,158,studied
item_only_00001,00001,item_only,Item Shift Only,77,11,7,pre,j,2.024187900002289,True,0.9534883720930233,2,Objects/161a.jpg,Objects,161,studied
item_only_00001,00001,item_only,Item Shift Only,78,12,1,post,j,1.3351867999990645,True,0.9534883720930233,2,Scenes/104a.jpg,Scenes,104,studied
item_only_00001,00001,item_only,Item Shift Only,79,12,2,mid,j,1.205234000000928,True,0.9534883720930233,5,Scenes/186a.jpg,Scenes,186,studied
item_only_00001,00001,item_only,Item Shift Only,80,12,3,mid,j,1.0632270999994944,True,0.9534883720930233,1,Scenes/013a.jpg,Scenes,13,studied
item_only_00001,00001,item_only,Item Shift Only,81,12,4,mid,j,1.0659311999988859,True,0.9534883720930233,5,Scenes/116a.jpg,Scenes,116,studied
item_only_00001,00001,item_only,Item Shift Only,82,12,5,mid,j,3.577951299997949,True,0.9534883720930233,1,Scenes/034a.jpg,Scenes,34,studied
item_only_00001,00001,item_only,Item Shift Only,83,12,6,mid,j,1.0628036000016436,True,0.9534883720930233,3,Scenes/063a.jpg,Scenes,63,studied
item_only_00001,00001,item_only,Item Shift Only,84,12,7,pre,f,3.1062127000004693,True,0.9534883720930233,2,Scenes/005a.jpg,Scenes,5,studied
item_only_00001,00001,item_only,Item Shift Only,85,13,1,post,f,0.9854887000001327,True,0.9534883720930233,5,Objects/109a.jpg,Objects,109,studied
item_only_00001,00001,item_only,Item Shift Only,86,13,2,mid,f,0.6133436000018264,True,0.9534883720930233,2,Objects/070a.jpg,Objects,70,studied
item_only_00001,00001,item_only,Item Shift Only,87,13,3,mid,j,0.6055899000020872,True,0.9534883720930233,4,Objects/069a.jpg,Objects,69,studied
item_only_00001,00001,item_only,Item Shift Only,88,13,4,mid,f,0.9591304000023229,True,0.9534883720930233,3,Objects/154a.jpg,Objects,154,studied
item_only_00001,00001,item_only,Item Shift Only,89,13,5,mid,f,1.3236952000006568,True,0.9534883720930233,4,Objects/030a.jpg,Objects,30,studied
item_only_00001,00001,item_only,Item Shift Only,90,13,6,mid,f,1.7296024999996007,True,0.9534883720930233,2,Objects/179a.jpg,Objects,179,studied
item_only_00001,00001,item_only,Item Shift Only,91,13,7,pre,j,1.5227154000021983,True,0.9534883720930233,2,Objects/039a.jpg,Objects,39,studied
item_only_00001,00001,item_only,Item Shift Only,92,14,1,post,j,1.1476142999999865,True,0.9534883720930233,5,Scenes/075a.jpg,Scenes,75,studied
item_only_00001,00001,item_only,Item Shift Only,93,14,2,mid,j,1.1076643999986118,True,0.9534883720930233,1,Scenes/042a.jpg,Scenes,42,studied
item_only_00001,00001,item_only,Item Shift Only,94,14,3,mid,j,0.6472976999975799,True,0.9534883720930233,3,Scenes/068a.jpg,Scenes,68,studied
item_only_00001,00001,item_only,Item Shift Only,95,14,4,mid,j,0.7625422999990406,True,0.9534883720930233,4,Scenes/185a.jpg,Scenes,185,studied
item_only_00001,00001,item_only,Item Shift Only,96,14,5,mid,f,2.23838650000107,True,0.9534883720930233,2,Scenes/031a.jpg,Scenes,31,studied
item_only_00001,00001,item_only,Item Shift Only,97,14,6,mid,j,1.1130969999976514,True,0.9534883720930233,4,Scenes/156a.jpg,Scenes,156,studied
item_only_00001,00001,item_only,Item Shift Only,98,14,7,pre,j,0.7803246000003128,True,0.9534883720930233,2,Scenes/134a.jpg,Scenes,134,studied
item_only_00001,00001,item_only,Item Shift Only,99,15,1,post,f,0.5841696000024967,True,0.9534883720930233,3,Objects/037a.jpg,Objects,37,studied
item_only_00001,00001,item_only,Item Shift Only,100,15,2,mid,j,4.137912700000015,True,0.9534883720930233,5,Objects/090a.jpg,Objects,90,studied
item_only_00001,00001,item_only,Item Shift Only,101,15,3,mid,f,0.9220077999998466,True,0.9534883720930233,5,Objects/084a.jpg,Objects,84,studied
item_only_00001,00001,item_only,Item Shift Only,102,15,4,mid,f,0.6042297999993025,True,0.9534883720930233,5,Objects/024a.jpg,Objects,24,studied
item_only_00001,00001,item_only,Item Shift Only,103,15,5,mid,f,1.1749468999987585,True,0.9534883720930233,3,Objects/044a.jpg,Objects,44,studied
item_only_00001,00001,item_only,Item Shift Only,104,15,6,mid,j,1.76703649999763,True,0.9534883720930233,3,Objects/091a.jpg,Objects,91,studied
item_only_00001,00001,item_only,Item Shift Only,105,15,7,pre,f,0.7030966999991506,True,0.9534883720930233,4,Objects/165a.jpg,Objects,165,studied
item_only_00001,00001,item_only,Item Shift Only,106,16,1,post,j,0.7309232000006887,True,0.9534883720930233,4,Scenes/182a.jpg,Scenes,182,studied
item_only_00001,00001,item_only,Item Shift Only,107,16,2,mid,j,0.747737199999392,True,0.9534883720930233,4,Scenes/168a.jpg,Scenes,168,studied
item_only_00001,00001,item_only,Item Shift Only,108,16,3,mid,j,0.9090610000021115,True,0.9534883720930233,1,Scenes/043a.jpg,Scenes,43,studied
item_only_00001,00001,item_only,Item Shift Only,109,16,4,mid,j,0.6914169999981823,True,0.9534883720930233,5,Scenes/173a.jpg,Scenes,173,studied
item_only_00001,00001,item_only,Item Shift Only,110,16,5,mid,j,0.7530550999981642,True,0.9534883720930233,1,Scenes/028a.jpg,Scenes,28,studied
item_only_00001,00001,item_only,Item Shift Only,111,16,6,mid,j,1.510267699999531,True,0.9534883720930233,4,Scenes/090a.jpg,Scenes,90,studied
item_only_00001,00001,item_only,Item Shift Only,112,16,7,pre,f,1.1297908000015013,True,0.9534883720930233,5,Scenes/058a.jpg,Scenes,58,studied
item_only_00001,00001,item_only,Item Shift Only,113,17,1,post,j,1.8705257999972673,True,0.9534883720930233,5,Objects/061a.jpg,Objects,61,studied
item_only_00001,00001,item_only,Item Shift Only,114,17,2,mid,j,1.3269164000012097,True,0.9534883720930233,5,Objects/177a.jpg,Objects,177,studied
item_only_00001,00001,item_only,Item Shift Only,115,17,3,mid,f,1.1101164000028803,True,0.9534883720930233,2,Objects/137a.jpg,Objects,137,studied
item_only_00001,00001,item_only,Item Shift Only,116,17,4,mid,f,1.5332022000002326,True,0.9534883720930233,2,Objects/170a.jpg,Objects,170,studied
item_only_00001,00001,item_only,Item Shift Only,117,17,5,mid,f,0.8505269999986922,True,0.9534883720930233,5,Objects/029a.jpg,Objects,29,studied
item_only_00001,00001,item_only,Item Shift Only,118,17,6,mid,f,0.7297613999980967,True,0.9534883720930233,5,Objects/114a.jpg,Objects,114,studied
item_only_00001,00001,item_only,Item Shift Only,119,17,7,pre,f,2.6056752000004053,True,0.9534883720930233,3,Objects/056a.jpg,Objects,56,studied
item_only_00001,00001,item_only,Item Shift Only,120,18,1,post,j,0.697475700002542,True,0.9534883720930233,3,Scenes/079a.jpg,Scenes,79,studied
item_only_00001,00001,item_only,Item Shift Only,121,18,2,mid,j,1.3731212000020605,True,0.9534883720930233,5,Scenes/078a.jpg,Scenes,78,studied
item_only_00001,00001,item_only,Item Shift Only,122,18,3,mid,f,1.1111791000002995,True,0.9534883720930233,3,Scenes/102a.jpg,Scenes,102,studied
item_only_00001,00001,item_only,Item Shift Only,123,18,4,mid,j,1.003046699999686,True,0.9534883720930233,4,Scenes/161a.jpg,Scenes,161,studied
item_only_00001,00001,item_only,Item Shift Only,124,18,5,mid,j,1.3110354999989795,True,0.9534883720930233,1,Scenes/037a.jpg,Scenes,37,studied
item_only_00001,00001,item_only,Item Shift Only,125,18,6,mid,j,0.6548989000002621,True,0.9534883720930233,2,Scenes/139a.jpg,Scenes,139,studied
item_only_00001,00001,item_only,Item Shift Only,126,18,7,pre,j,0.9263628000007884,True,0.9534883720930233,3,Scenes/073a.jpg,Scenes,73,studied
item_only_00001,00001,item_only,Item Shift Only,127,19,1,post,f,0.8663764999982959,True,0.9534883720930233,4,Objects/033a.jpg,Objects,33,studied
item_only_00001,00001,item_only,Item Shift Only,128,19,2,mid,f,0.8675161999999546,True,0.9534883720930233,4,Objects/136a.jpg,Objects,136,studied
item_only_00001,00001,item_only,Item Shift Only,129,19,3,mid,f,1.515669100001105,True,0.9534883720930233,4,Objects/185a.jpg,Objects,185,studied
item_only_00001,00001,item_only,Item Shift Only,130,19,4,mid,f,1.8598190000011527,True,0.9534883720930233,4,Objects/121a.jpg,Objects,121,studied
item_only_00001,00001,item_only,Item Shift Only,131,19,5,mid,f,0.5942017999987002,True,0.9534883720930233,5,Objects/105a.jpg,Objects,105,studied
item_only_00001,00001,item_only,Item Shift Only,132,19,6,mid,f,0.5729350000001432,True,0.9534883720930233,3,Objects/111a.jpg,Objects,111,studied
item_only_00001,00001,item_only,Item Shift Only,133,19,7,pre,j,0.6900387000023329,True,0.9534883720930233,4,Objects/176a.jpg,Objects,176,studied
item_only_00001,00001,item_only,Item Shift Only,134,20,1,post,j,0.6238773000004585,True,0.9534883720930233,3,Scenes/103a.jpg,Scenes,103,studied
item_only_00001,00001,item_only,Item Shift Only,135,20,2,mid,j,1.1666929999992135,True,0.9534883720930233,2,Scenes/107a.jpg,Scenes,107,studied
item_only_00001,00001,item_only,Item Shift Only,136,20,3,mid,j,1.440543799999432,True,0.9534883720930233,5,Scenes/157a.jpg,Scenes,157,studied
item_only_00001,00001,item_only,Item Shift Only,137,20,4,mid,j,0.750784100000601,True,0.9534883720930233,1,Scenes/032a.jpg,Scenes,32,studied
item_only_00001,00001,item_only,Item Shift Only,138,20,5,mid,j,0.5786756999987119,True,0.9534883720930233,1,Scenes/016a.jpg,Scenes,16,studied
item_only_00001,00001,item_only,Item Shift Only,139,20,6,mid,f,1.395189200000459,True,0.9534883720930233,5,Scenes/165a.jpg,Scenes,165,studied
item_only_00001,00001,item_only,Item Shift Only,140,20,7,pre,j,0.9888037000018812,True,0.9534883720930233,5,Scenes/159a.jpg,Scenes,159,studied
item_only_00001,00001,item_only,Item Shift Only,141,21,1,post,f,0.7690627000010863,True,0.9534883720930233,1,Objects/083a.jpg,Objects,83,studied
item_only_00001,00001,item_only,Item Shift Only,142,21,2,mid,f,0.6745635999977821,True,0.9534883720930233,1,Objects/124a.jpg,Objects,124,studied
item_only_00001,00001,item_only,Item Shift Only,143,21,3,mid,f,2.1820112999994308,True,0.9534883720930233,3,Objects/065a.jpg,Objects,65,studied
item_only_00001,00001,item_only,Item Shift Only,144,21,4,mid,j,0.7910483999985445,True,0.9534883720930233,1,Objects/138a.jpg,Objects,138,studied
item_only_00001,00001,item_only,Item Shift Only,145,21,5,mid,j,0.5582506999999168,True,0.9534883720930233,1,Objects/181a.jpg,Objects,181,studied
item_only_00001,00001,item_only,Item Shift Only,146,21,6,mid,f,0.5178913999989163,True,0.9534883720930233,5,Objects/104a.jpg,Objects,104,studied
item_only_00001,00001,item_only,Item Shift Only,147,21,7,pre,f,1.8698001000011573,True,0.9534883720930233,3,Objects/098a.jpg,Objects,98,studied
item_only_00001,00001,item_only,Item Shift Only,148,22,1,post,f,1.1487235999993572,True,0.9534883720930233,3,Scenes/100a.jpg,Scenes,100,studied
item_only_00001,00001,item_only,Item Shift Only,149,22,2,mid,j,0.9054881999982172,True,0.9534883720930233,2,Scenes/106a.jpg,Scenes,106,studied
item_only_00001,00001,item_only,Item Shift Only,150,22,3,mid,j,1.5269470999992336,True,0.9534883720930233,3,Scenes/081a.jpg,Scenes,81,studied
item_only_00001,00001,item_only,Item Shift Only,151,22,4,mid,j,0.7984154999976454,True,0.9534883720930233,4,Scenes/152a.jpg,Scenes,152,studied
item_only_00001,00001,item_only,Item Shift Only,152,22,5,mid,j,0.7336204999992333,True,0.9534883720930233,3,Scenes/046a.jpg,Scenes,46,studied
item_only_00001,00001,item_only,Item Shift Only,153,22,6,mid,j,0.8847234999993816,True,0.9534883720930233,3,Scenes/066a.jpg,Scenes,66,studied
item_only_00001,00001,item_only,Item Shift Only,154,22,7,pre,j,0.7467816999997012,True,0.9534883720930233,1,Scenes/033a.jpg,Scenes,33,studied
item_only_00001,00001,item_only,Item Shift Only,155,23,1,post,f,3.099169699999038,True,0.9534883720930233,5,Objects/117a.jpg,Objects,117,studied
item_only_00001,00001,item_only,Item Shift Only,156,23,2,mid,f,0.7415098000019498,True,0.9534883720930233,1,Objects/052a.jpg,Objects,52,studied
item_only_00001,00001,item_only,Item Shift Only,157,23,3,mid,f,0.6844071999985317,True,0.9534883720930233,4,Objects/155a.jpg,Objects,155,studied
item_only_00001,00001,item_only,Item Shift Only,158,23,4,mid,j,0.8966096000003745,True,0.9534883720930233,4,Objects/163a.jpg,Objects,163,studied
item_only_00001,00001,item_only,Item Shift Only,159,23,5,mid,f,0.815279800001008,True,0.9534883720930233,3,Objects/026a.jpg,Objects,26,studied
item_only_00001,00001,item_only,Item Shift Only,160,23,6,mid,f,0.8417829999998503,True,0.9534883720930233,5,Objects/005a.jpg,Objects,5,studied
item_only_00001,00001,item_only,Item Shift Only,161,23,7,pre,f,2.1612640999992436,True,0.9534883720930233,5,Objects/189a.jpg,Objects,189,studied
item_only_00001,00001,item_only,Item Shift Only,162,24,1,post,j,0.6008647000016936,True,0.9534883720930233,1,Scenes/004a.jpg,Scenes,4,studied
item_only_00001,00001,item_only,Item Shift Only,163,24,2,mid,j,0.5152940999978455,True,0.9534883720930233,2,Scenes/144a.jpg,Scenes,144,studied
item_only_00001,00001,item_only,Item Shift Only,164,24,3,mid,j,1.539433600002667,True,0.9534883720930233,3,Scenes/049a.jpg,Scenes,49,studied
item_only_00001,00001,item_only,Item Shift Only,165,24,4,mid,j,0.6473476999999548,True,0.9534883720930233,2,Scenes/137a.jpg,Scenes,137,studied
item_only_00001,00001,item_only,Item Shift Only,166,24,5,mid,j,1.033709400002408,True,0.9534883720930233,3,Scenes/087a.jpg,Scenes,87,studied
item_only_00001,00001,item_only,Item Shift Only,167,24,6,mid,f,1.225428000001557,True,0.9534883720930233,1,Scenes/003a.jpg,Scenes,3,studied
item_only_00001,00001,item_only,Item Shift Only,168,24,7,pre,j,0.5722779000025184,True,0.9534883720930233,5,Scenes/190a.jpg,Scenes,190,studied
item_only_00001,00001,item_only,Item Shift Only,169,25,1,post,f,2.189756600000692,True,0.9534883720930233,3,Objects/060a.jpg,Objects,60,studied
item_only_00001,00001,item_only,Item Shift Only,170,25,2,mid,f,1.4112041000007594,True,0.9534883720930233,1,Objects/046a.jpg,Objects,46,studied
item_only_00001,00001,item_only,Item Shift Only,171,25,3,mid,j,2.004301900000428,True,0.9534883720930233,5,Objects/067a.jpg,Objects,67,studied
item_only_00001,00001,item_only,Item Shift Only,172,25,4,mid,f,1.1795648999977857,True,0.9534883720930233,2,Objects/120a.jpg,Objects,120,studied
item_only_00001,00001,item_only,Item Shift Only,173,25,5,mid,j,1.642976200000703,True,0.9534883720930233,2,Objects/068a.jpg,Objects,68,studied
item_only_00001,00001,item_only,Item Shift Only,174,25,6,mid,f,0.7426789000019198,True,0.9534883720930233,3,Objects/173a.jpg,Objects,173,studied
item_only_00001,00001,item_only,Item Shift Only,175,25,7,pre,f,2.218266100000619,True,0.9534883720930233,3,Objects/017a.jpg,Objects,17,studied
item_only_00001,00001,item_only,Item Shift Only,176,26,1,post,j,0.971287599997595,True,0.9534883720930233,3,Scenes/101a.jpg,Scenes,101,studied
item_only_00001,00001,item_only,Item Shift Only,177,26,2,mid,j,0.7822367000007944,True,0.9534883720930233,1,Scenes/045a.jpg,Scenes,45,studied
item_only_00001,00001,item_only,Item Shift Only,178,26,3,mid,j,0.8663364000021829,True,0.9534883720930233,4,Scenes/153a.jpg,Scenes,153,studied
item_only_00001,00001,item_only,Item Shift Only,179,26,4,mid,j,0.7991929999989225,True,0.9534883720930233,2,Scenes/125a.jpg,Scenes,125,studied
item_only_00001,00001,item_only,Item Shift Only,180,26,5,mid,j,0.9368184999984805,True,0.9534883720930233,2,Scenes/143a.jpg,Scenes,143,studied
item_only_00001,00001,item_only,Item Shift Only,181,26,6,mid,j,1.4725077000002784,True,0.9534883720930233,2,Scenes/150a.jpg,Scenes,150,studied
item_only_00001,00001,item_only,Item Shift Only,182,26,7,pre,f,0.7082420000006096,True,0.9534883720930233,3,Scenes/067a.jpg,Scenes,67,studied
