Sl_no,image_path,thisN,thisTrialN,thisRepN,key_resp_5.keys,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,key_resp_9.rt,key_resp_9.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome_page.started,text.started,key_resp.started,welcome_page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions.started,ins.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_2.started,text_10.started,key_resp_10.started,instructions_2.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,objects_only_instruction.started,text_3.started,key_resp_3.started,objects_only_instruction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,ISI.started,text_4.started,ISI.stopped,practice_block.started,image.started,text_5.started,key_resp_5.started,practice_block.stopped,practice.key_resp_5.keys,indoor_outdoor.started,text_7.started,key_resp_7.started,indoor_outdoor.stopped,practice.key_resp_7.keys,practice.key_resp_7.rt,practice.key_resp_7.duration,text_4.stopped,image.stopped,text_5.stopped,key_resp_5.stopped,practice.key_resp_5.rt,practice.key_resp_5.duration,practice_to_main.started,text_2.started,key_resp_4.started,practice_to_main.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,objects.started,image_2.started,text_9.started,key_resp_9.started,objects.stopped,trials.key_resp_9.keys,encoding_task.started,text_8.started,key_resp_8.started,encoding_task.stopped,trials.key_resp_8.keys,trials.key_resp_8.rt,trials.key_resp_8.duration,image_2.stopped,text_9.stopped,key_resp_9.stopped,trials.key_resp_9.rt,trials.key_resp_9.duration,end_experiment.started,text_6.started,key_resp_6.started,end_experiment.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,list_of_stimuli,encoding_task_accuracy,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Objects\035a.jpg,1,0,1,,,,,,,None,j,0.5674108000000047,None,,,,,,,1,0,1,0,183.39550119999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.3792009,183.39550119999996,183.87900209999998,,,,,,,,,,,,,,183.9284245,,,,,,,,,,,,,183.9222858,183.9284245,183.9284245,183.9284245,186.89569569999998,None,186.8957332,186.9121189,186.9121189,187.4957981,j,0.5674108000000047,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\153a.jpg,2,0,2,,,,,,,None,f,0.38434159999997064,None,,,,,,,2,0,2,0,187.51220969999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.49587829999996,187.51220969999997,187.99571049999997,,,,,,,,,,,,,,188.04544629999998,,,,,,,,,,,,,188.03194679999996,188.04544629999998,188.04544629999998,188.04544629999998,191.012067,None,191.0121044,191.0288334,191.0288334,191.4292299,f,0.38434159999997064,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\163a.jpg,3,0,3,,,,,,,None,j,0.5334586000000172,None,,,,,,,3,0,3,0,191.44539749999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.42930739999997,191.44539749999996,191.9289073,,,,,,,,,,,,,,191.97885149999996,,,,,,,,,,,,,191.9615455,191.97885149999996,191.97885149999996,191.97885149999996,194.94537359999998,None,194.94540989999996,194.9619379,194.9619379,195.51215589999998,j,0.5334586000000172,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\170a.jpg,4,0,4,,,,,,,None,f,0.2541724999999815,None,,,,,,,4,0,4,0,195.52873639999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.51223449999998,195.52873639999996,196.01227799999998,,,,,,,,,,,,,,196.0453549,,,,,,,,,,,,,196.03487859999996,196.0453549,196.0453549,196.0453549,199.0286271,None,199.02865939999998,199.04525989999996,199.04525989999996,199.3121215,f,0.2541724999999815,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\021a.jpg,5,0,5,,,,,,,None,f,0.28901029999997263,None,,,,,,,5,0,5,0,199.3284948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.31219389999995,199.3284948,199.81219999999996,,,,,,,,,,,,,,199.82848159999998,,,,,,,,,,,,,199.8196408,199.82848159999998,199.82848159999998,199.82848159999998,202.8120143,None,202.81204689999998,202.82846819999997,202.82846819999997,203.12891689999998,f,0.28901029999997263,None,202.82846819999997,202.82846819999997,202.82846819999997,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\063a.jpg,6,0,6,,,,,,,None,j,2.3432571999999823,None,,,,,,,6,0,6,0,203.14509049999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.12900049999996,203.14509049999998,203.6285856,,,,,,,,,,,,,,203.66171299999996,,,,,,,,,,,,,203.65396019999997,203.66171299999996,203.66171299999996,203.66171299999996,206.64504269999998,None,206.64508989999996,206.661672,206.661672,209.01196369999997,j,2.3432571999999823,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\191a.jpg,7,0,7,,,,,,,None,j,1.488238200000012,None,,,,,,,7,0,7,0,209.02830539999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0120731,209.02830539999997,209.51177709999996,,,,,,,,,,,,,,209.5619117,,,,,,,,,,,,,209.5468869,209.5619117,209.5619117,209.5619117,212.52838579999997,None,212.5296644,212.54488049999998,212.54488049999998,214.04511329999997,j,1.488238200000012,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\124a.jpg,8,0,8,,,,,,,None,f,0.4015258000000017,None,,,,,,,8,0,8,0,214.06152879999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.04519749999997,214.06152879999996,214.5450525,,,,,,,,,,,,,,214.59505329999996,,,,,,,,,,,,,214.5817318,214.59505329999996,214.59505329999996,214.59505329999996,217.56162319999999,None,217.56166099999996,217.57807879999996,217.57807879999996,217.9952414,f,0.4015258000000017,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\075a.jpg,9,0,9,,,,,,,j,None,,,2.8757932000000324,None,,,,,9,0,9,0,218.0114734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.99536719999998,218.0114734,218.49491239999998,,,,,,,,,,,,,,218.57809549999996,,,,,,,,,,,,,218.56561829999998,218.57809549999996,218.57809549999996,218.57809549999996,221.5114165,j,221.5114501,,,221.51146009999997,None,,,,,,2.8757932000000324,None,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\007a.jpg,10,0,10,,,,,,,None,f,0.24846059999998715,None,,,,,,,10,0,10,0,221.528032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.51154579999996,221.528032,222.01152439999998,,,,,,,,,,,,,,222.0448455,,,,,,,,,,,,,222.03540679999998,222.0448455,222.0448455,222.0448455,225.02801039999997,None,225.0280449,225.04462789999997,225.04462789999997,225.29492779999998,f,0.24846059999998715,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\085a.jpg,11,0,11,,,,,,,None,j,0.31308400000000347,None,,,,,,,11,0,11,0,225.31128719999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.29501069999998,225.31128719999998,225.79478009999997,,,,,,,,,,,,,,225.86123279999998,,,,,,,,,,,,,225.84610909999998,225.86123279999998,225.86123279999998,225.86123279999998,228.81121459999997,None,228.8112494,228.82788089999997,228.82788089999997,229.14487549999996,j,0.31308400000000347,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\021a.jpg,12,0,12,,,,,,,None,f,0.30096160000005057,None,,,,,,,12,0,12,0,229.1612106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.14498249999997,229.1612106,229.64469429999997,,,,,,,,,,,,,,229.67786639999997,,,,,,,,,,,,,229.6555009,229.67786639999997,229.67786639999997,229.67786639999997,232.66118689999996,None,232.6612225,232.67792109999993,232.67792109999993,232.99469880000004,f,0.30096160000005057,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\079a.jpg,13,0,13,,,,,,,None,j,0.39185840000004646,None,,,,,,,13,0,13,0,233.01117309999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.99477779999995,233.01117309999995,233.49463979999996,,,,,,,,,,,,,,233.52776059999997,,,,,,,,,,,,,233.50940519999995,233.52776059999997,233.52776059999997,233.52776059999997,236.51110489999996,None,236.51114039999993,236.52767159999996,236.52767159999996,236.92801350000002,j,0.39185840000004646,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\129a.jpg,14,0,14,,,,,,,None,f,0.18337500000006912,None,,,,,,,14,0,14,0,236.9443387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.92812149999997,236.9443387,237.42783729999996,,,,,,,,,,,,,,237.46128269999997,,,,,,,,,,,,,237.443804,237.46128269999997,237.46128269999997,237.46128269999997,240.4443837,None,240.44596679999995,240.46095860000003,240.46095860000003,240.6447819,f,0.18337500000006912,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\154a.jpg,15,0,15,,,,,,,None,j,0.23782010000002174,None,,,,,,,15,0,15,0,240.66108859999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.64488789999996,240.66108859999997,241.14452599999993,,,,,,,,,,,,,,241.1943159,,,,,,,,,,,,,241.17938989999993,241.1943159,241.1943159,241.1943159,244.16102190000004,None,244.16105759999994,244.17757570000003,244.17757570000003,244.42786109999997,j,0.23782010000002174,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\085a.jpg,16,0,16,,,,,,,None,j,0.21297330000004422,None,,,,,,,16,0,16,0,244.44423289999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.42797929999995,244.44423289999997,244.92778969999995,,,,,,,,,,,,,,244.9775072,,,,,,,,,,,,,244.96375319999993,244.9775072,244.9775072,244.9775072,247.9441842,None,247.94422610000004,247.96080929999994,247.96080929999994,248.1778508,j,0.21297330000004422,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\092a.jpg,17,0,17,,,,,,,None,f,0.2503378999999768,None,,,,,,,17,0,17,0,248.19416619999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.17795089999993,248.19416619999993,248.6776479,,,,,,,,,,,,,,248.71075439999993,,,,,,,,,,,,,248.70292699999993,248.71075439999993,248.71075439999993,248.71075439999993,251.6941286,None,251.69420790000004,251.7107797,251.7107797,251.97784809999996,f,0.2503378999999768,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\183a.jpg,18,0,18,,,,,,,None,j,0.2106195999999727,None,,,,,,,18,0,18,0,251.99404359999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.9779542,251.99404359999994,252.47753790000002,,,,,,,,,,,,,,252.51070730000004,,,,,,,,,,,,,252.49302939999995,252.51070730000004,252.51070730000004,252.51070730000004,255.49417319999998,None,255.4942168,255.51068759999998,255.51068759999998,255.7276971,j,0.2106195999999727,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\174a.jpg,19,0,19,,,,,,,None,f,0.20456539999997858,None,,,,,,,19,0,19,0,255.74393999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.72779679999996,255.74393999999995,256.22759169999995,,,,,,,,,,,,,,256.26068569999995,,,,,,,,,,,,,256.25478999999996,256.26068569999995,256.26068569999995,256.26068569999995,259.2439541,None,259.24398699999995,259.26060110000003,259.26060110000003,259.4774906,f,0.20456539999997858,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Objects\117a.jpg,20,0,20,,,,,,,None,f,0.2645856999999978,None,,,,,,,20,0,20,0,259.4938989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.4776014,259.4938989,259.97734119999996,,,,,,,,,,,,,,260.02722329999995,,,,,,,,,,,,,260.0100707,260.02722329999995,260.02722329999995,260.02722329999995,262.99385899999993,None,262.9938905,263.0104947,263.0104947,263.2775773999999,f,0.2645856999999978,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\001a.jpg,21,0,21,,,,,,,None,f,0.23688030000005256,None,,,,,,,21,0,21,0,263.2938159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.2776523,263.2938159,263.7773169999999,,,,,,,,,,,,,,263.82743729999993,,,,,,,,,,,,,263.80810280000003,263.82743729999993,263.82743729999993,263.82743729999993,266.79380589999994,None,266.79491559999997,266.8104125,266.8104125,267.06062639999993,f,0.23688030000005256,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\122a.jpg,22,0,22,,,,,,,None,f,0.21366219999993064,None,,,,,,,22,0,22,0,267.07708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.06073849999996,267.07708,267.56066969999995,,,,,,,,,,,,,,267.64403889999994,,,,,,,,,,,,,267.62293439999996,267.64403889999994,267.64403889999994,267.64403889999994,270.5770168,None,270.5770589,270.5936657,270.5936657,270.810619,f,0.21366219999993064,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\025a.jpg,23,0,23,,,,,,,None,j,0.22826199999997243,None,,,,,,,23,0,23,0,270.82701899999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.81073819999995,270.82701899999995,271.31050270000003,,,,,,,,,,,,,,271.3602985,,,,,,,,,,,,,271.3507462,271.3602985,271.3602985,271.3602985,274.32692769999994,None,274.3269718,274.34360730000003,274.34360730000003,274.57715129999997,j,0.22826199999997243,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\137a.jpg,24,0,24,,,,,,,j,None,,,2.4400031999999783,0.12496820000001208,,,,,24,0,24,0,274.5935842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.57722379999996,274.5935842,275.07704909999995,,,,,,,,,,,,,,275.2104409,,,,,,,,,,,,,275.1874722,275.2104409,275.2104409,275.2104409,278.09351449999997,j,278.0935567,,,278.09356719999994,None,,,,,,2.4400031999999783,0.12496820000001208,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
,Scenes\127a.jpg,25,0,25,,,,,,,None,j,0.332644000000073,None,,,,,,,25,0,25,0,278.11017879999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.09366620000003,278.11017879999997,278.5936828,,,,,,,,,,,,,,278.7270582,,,,,,,,,,,,,278.70888449999995,278.7270582,278.7270582,278.7270582,281.6102237,None,281.61026689999994,281.6267653,281.6267653,281.96038509999994,j,0.332644000000073,None,,,,,,,,,,,,,,,00023,001,2025-11-14_15h38.10.062,MST_task,2024.2.2,60.391578998217604,2025-11-14 15h38.22.075204 +0530,
